comment,author,date,like_count
"I keep seeing this focus on fresh green looking grass in the park household and it reminds me of the phrase ‘the grass isn’t always greener on the other side’.<br>From a distance, the jobs that the kim family took over seemed good but when they looked deeper, they saw the state of that housekeeper and her husband, they saw the lack of respect, care or regard that the park family had towards them. They saw how trivial the incidents like the rain that flooded their house were for the family. They thought that for a second, they were on the greener side but no matter how hard they tried, they couldn’t stay there. Meanwhile, the park family uses the garden however they please, visible from the kid camping out all night as well as the party near the end of the movie. The grass is just an illusion for the american dream. No matter how hard you keep working, in this world, you’ll never get to the green side. Meanwhile, the rich are living in this american dream with no fear of losing it.",K,2021-06-16T02:16:35Z,247
I disagree with the white skin as beauty being eurocentric. Asian countries (such as japan and korea) already had this notion before europeans show up. White skin means you never have to work out in the sun (which means you&#39;re lower class). Pale skin denotes status across a lot of cultures.,sunuvvagun,2021-06-15T21:19:10Z,0
"Human Nature in a nutshell. This is why i believe that Humanity is a lie, and this will always be an animal kingdom that champions dominance.",Timothy Harris,2021-06-15T13:09:36Z,0
SO fucking genius. Holy shit.,watakashe,2021-06-15T08:05:58Z,0
Class division is the US is very prevalent the thing is we&#39;re so bombarded by racial issues on purpose to not let society realize the real issue is class. The upper classes need the Middle &amp; Lower classes to stay fighting with each other.,Carlos Maker,2021-06-15T01:30:03Z,0
No one made a comment about watching this on an Apple product?,ManchurianCandidate The3rd,2021-06-14T23:01:03Z,2
super video,Le Suet,2021-06-14T15:29:24Z,0
Sooo much interpretation and so little textual analysis,igniortix,2021-06-14T04:44:34Z,0
"I like how the family is so stupid the only job they can get is folding pizza boxes…. Yet, simultaneously, they are genius enough to pull off this deceptive heist on a grand scale. DURRRRR",Divinegon,2021-06-13T19:16:53Z,0
Almost as if there are other factors that determine your social standing and what jobs are available to you than just how smart you are. Imagine that.,Safe-Keeper,2021-07-02T18:39:44Z,0
Exquisite. Beautiful video,The Urban Crystal Healer,2021-06-13T17:13:14Z,0
Respact 😂😂😂,Septian Nan,2021-06-13T14:59:04Z,0
"Love how they all kept using English words and phrases. We keep doing it in Europe, too, but it&#39;s far more noticable when it&#39;s in a foreign language you don&#39;t understand.",Safe-Keeper,2021-07-02T18:40:27Z,0
Excellent work,17th Visions,2021-06-13T01:10:44Z,0
"Thus when We intend to destroy a town for evildoing, We first command its affluent elite to become righteous. Yet should they continue to commit flagrant deeds of ungodliness therein, then the divine word of doom comes to pass against it. Then do We demolish it utterly (Surat Al-Isrâ’, <a href=""https://www.youtube.com/watch?v=zgAK-4kPTb8&amp;t=17m16s"">17:16</a>).<br><br>The term ‘al-mutrafûn’ mentioned in the âyah does not denote solely the moneyed, or wealthy. Rather, it refers to those who possess vast wealth, who are keen on maintaining a leadership and social status quo of control that is based on the arrogance/oppression binary opposition.",N,2021-06-12T22:30:14Z,0
POWER TO THE PEOPLE!,Brian Pan,2021-06-12T18:26:28Z,0
"Don&#39;t worry, one day we&#39;ll eat the rich.",Chris Kerr,2021-06-12T16:30:16Z,1
"Land of the fee, home of the slave.",Chris Kerr,2021-06-12T16:27:34Z,1
"Uggh, more Marxist propaganda disguised as a movie review…",John Osterman,2021-06-12T16:09:29Z,1
"@John Osterman hahaha, obvious troll is obvious. Seriously though, if the intent of the director is to portray class divide in capitalism then it would be very difficult to find any other interpretation.",Lester Reyes,2021-07-06T01:47:01Z,0
@watakashe how did you find out he was my dad?  Who told you?  What are your sources on this?,John Osterman,2021-06-22T18:49:53Z,0
"@John Osterman BRO there&#39;s no claim to be made, I&#39;m stating a fact, there&#39;s no propaganda, the movie inherently criticizes capitalism. ik you wanna be like your daddy ben shapiro but you sound so insane rn",watakashe,2021-06-21T22:55:32Z,1
@watakashe claims without strong sources are weak.,John Osterman,2021-06-18T20:20:23Z,0
"@John Osterman i&#39;m just stating that the movie is a criticism of capitalism, that&#39;s a fact, get help",watakashe,2021-06-18T08:12:21Z,2
So basically this movie is just California’s socioeconomics?<br><br>Big business loves big government.,TheNeRvClanHQ,2021-06-12T09:40:56Z,0
"I don&#39;t agree with the idea in this movie.  Social inequality and oppression have existed long before late capitalism and is in fact an inherent feature of any society from any time or place.  <br><br>I also do not agree with basic premise of the movie, portraying both the rich and the poor as parasites of each other.  If anything the societal cohabitation between the two &quot;classes&quot; (although I find the word tasteless and only used to provoke controversy) is more akin to mutualism than parasitism.  The one only exists in relationship to the other -- the more rich you have then the more poor you have and vice versa.  For example, take a look at Singapore, a major financial and shipping hub in East Asia -- lots of rich and lots of poor.  Check out the living conditions of the some the people on Youtube -- some places are so atrocious that it cant be filmed. <br><br>But again, while the director was no doubt masterful in execution of his vision, his philosophic premise falls short to convince me of the reality of world.  I believe the problem of economic inequality can be better understood from an anthropologic perspective rather than a sociopolitical one.",Turtlebuster,2021-06-12T09:36:56Z,0
"The sister was the only one who had “the brain” and the “capacity” to manipulate the system enough to gain a good position. She was the actual treasure of the family, the only one who could possibly provide them true wealth. But she died.",Carmen Alcarilla,2021-06-10T18:08:33Z,7437
"⁠@PyroSupremeunderstand ONE thing to reach a certain level of capitalism you HAVE to manipulate poor people, don’t think I’m saying you need to manipulate people to just have a healthy sufficient life, no you don’t.  Now those ceos and most people on Mr park level they always manipulate the lower classes",BoofBoyRiq,2023-05-17T05:32:26Z,0
Unlucky,hoang blox,2023-03-11T00:38:30Z,0
@PyroSupreme yes you can work at what you want but in the end those high high positions or ceo is alwyas of who you know or family of etc just like in parasite when the daughter makes that story up for the driver for her dad to get hired even ms park says I trust you and it&#39;s better to hire from who you know or know of .,lisa vanderpump,2023-03-08T18:12:20Z,1
@lisa vanderpump That might be true if you have no ambitions and coast in life based off who you know instead of working towards what you want,PyroSupreme,2023-03-08T18:05:59Z,1
@PyroSupreme ya but the truth is it&#39;s all about who you kno and alot of times the high up jobs are with in family or family on friend of etc .,lisa vanderpump,2023-03-08T16:25:46Z,1
hi! i would really appreciate you make a video about apocalypse now ...,Hail Hydra,2021-06-10T16:26:37Z,0
&quot;privileged bubble&quot; they worked their ass of to get there so why not enjoy it???,MorpheusBeats,2021-06-10T14:51:18Z,0
"If this movie is a comedy, you probably are doing okay. If this movie is a horror, you probably aren’t.",Winsol,2021-06-10T01:26:00Z,1
Yet another elaborate justification for socialists to rob from people who create wealth. How nice.,DrCruel,2021-06-09T20:43:22Z,0
I also noticed that the poor family were eating just ramen but when the rich woman ate it there was expensive meat in it. They were both basically eating the same food,Rojda Tugrul,2021-06-09T18:23:56Z,1560
"also, another small detail is the beer the poor family were drinkiing as it&#39;s the cheapest beer you can find in convenient stores. it&#39;s actually not bad though lol",thedandyzebra,2023-05-18T05:27:10Z,1
